Price,Brand,Model,Year,Condition,Transmission,Fuel,Capacity,Mileage
"Rs 4,975,000",Suzuki,Wagon R Stingray,2014,Used,Automatic,Petrol,650 cc,"45,000 km"
"Rs 9,750,000",Toyota,Harrier,2008,Used,Tiptronic,Hybrid,"3,300 cc","139,000 km"
"Rs 5,575,000",Toyota,Vios,2007,Used,Automatic,Petrol,"1,500 cc","105,500 km"
"Rs 4,650,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,650 cc,"55,000 km"
"Rs 5,850,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","77,000 km"
"Rs 2,475,000",Nissan,Leaf,2013,Used,Automatic,Electric,70 cc,"80,000 km"
"Rs 30,000,000",Toyota,Land Cruiser Prado,2014,Used,Tiptronic,Diesel,"2,990 cc","355,000 km"
"Rs 11,650,000",Toyota,Premio,2013,Used,Automatic,Petrol,"1,300 cc","110,000 km"
"Rs 7,825,000",BMW,320i,2007,Used,Automatic,Petrol,"2,000 cc","115,680 km"
"Rs 5,275,000",Toyota,Yaris,2008,Used,Automatic,Petrol,"1,300 cc","125,000 km"
"Rs 2,180,000",Nissan,Sunny,1996,Used,Manual,Petrol,"1,490 cc","190,000 km"
"Rs 13,500,000",Honda,Vezel,2018,Used,Automatic,Petrol,"1,500 cc","33,000 km"
"Rs 19,300,000",Honda,CRV,2018,Used,Tiptronic,Petrol,"1,500 cc","38,000 km"
"Rs 14,395,000",Toyota,Axio,2020,Used,Automatic,Petrol,"1,500 cc","18,000 km"
"Rs 2,790,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"82,000 km"
"Rs 6,000,000",Kia,Picanto,2017,Used,Automatic,Petrol,"1,000 cc","30,550 km"
"Rs 14,200,000",Toyota,Axio,2018,Used,Automatic,Petrol,"1,500 cc","33,000 km"
"Rs 11,850,000",Audi,A4,2011,Used,Automatic,Petrol,"1,800 cc","29,000 km"
"Rs 6,950,000",Suzuki,Vitara,2008,Used,Automatic,Petrol,"2,000 cc","117,000 km"
"Rs 12,325,000",Toyota,Premio,2015,Used,Automatic,Petrol,"1,500 cc","63,200 km"
"Rs 18,500,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","22,000 km"
"Rs 2,600,000",Nissan,Bluebird,2000,Used,Manual,Diesel,"1,800 cc","25,000 km"
"Rs 2,140,000",Tata,Indica,2015,Used,Manual,Petrol,"1,290 cc","76,000 km"
"Rs 14,500,000",Toyota,CHR,2018,Used,Automatic,Petrol,"1,200 cc","7,900 km"
"Rs 2,025,000",Suzuki,Wagon R,2003,Used,Manual,Petrol,"1,000 cc","114,050 km"
"Rs 5,200,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,650 cc,"65,700 km"
"Rs 12,250,000",Mitsubishi,Shogun,2004,Used,Manual,Diesel,"2,500 cc","144,000 km"
"Rs 8,750,000",Mitsubishi,Montero,2004,Used,Automatic,Petrol,"3,500 cc","165,000 km"
"Rs 9,150,000",Toyota,Allion,2010,Used,Automatic,Petrol,"1,500 cc","121,000 km"
"Rs 2,375,000",Tata,Indica,2015,Used,Manual,Petrol,"1,200 cc","71,000 km"
"Rs 13,500,000",Toyota,CHR,2017,Used,Automatic,Petrol,"1,200 cc","59,000 km"
"Rs 3,675,000",Toyota,Cami,2000,Used,Manual,Petrol,"1,300 cc","120,000 km"
"Rs 8,200,000",Toyota,Other Model,2009,Reconditioned,Automatic,Petrol,"2,000 cc","87,000 km"
"Rs 7,150,000",Honda,Fit,2014,Used,Automatic,Hybrid,"1,490 cc","105,000 km"
"Rs 17,500,000",Toyota,Premio,2017,Used,Automatic,Petrol,"1,500 cc","35,000 km"
"Rs 3,790,000",Subaru,Impreza,2000,Used,Automatic,Petrol,"1,500 cc","138,000 km"
"Rs 2,395,000",Tata,Indica,2015,Used,Manual,Petrol,"1,200 cc","50,000 km"
"Rs 2,985,000",Nissan,Bluebird,1996,Used,Automatic,Petrol,"1,830 cc","95,000 km"
"Rs 34,000,000",Audi,Q3,2019,Used,Automatic,Petrol,"1,500 cc","17,500 km"
"Rs 2,385,000",Tata,Indica,2015,Used,Manual,Petrol,"1,200 cc","67,000 km"
"Rs 14,500,000",Audi,Q2,2017,Used,Tiptronic,Petrol,"1,000 cc","58,000 km"
"Rs 18,500,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","32,000 km"
"Rs 55,000,000",Toyota,Land Cruiser Sahara,2014,Used,Automatic,Petrol,"4,200 cc","53,750 km"
"Rs 14,200,000",Honda,Civic,2018,Used,Automatic,Petrol,"1,000 cc","8,500 km"
"Rs 340,000",Mitsubishi,Lancer,1979,Used,Manual,Petrol,"1,400 cc","49,597 km"
"Rs 28,300,000",Mercedes Benz,CLA 200,2019,Used,Automatic,Petrol,"1,300 cc","9,000 km"
"Rs 4,675,000",Toyota,Vios,2004,Used,Automatic,Petrol,"1,500 cc","114,000 km"
"Rs 5,075,000",Honda,Fit,2013,Used,Tiptronic,Petrol,"1,330 cc","130,000 km"
"Rs 3,600,000",Hyundai,Eon,2017,Used,Manual,Petrol,814 cc,"23,000 km"
"Rs 38,500,000",BMW,X5 M,2015,Used,Tiptronic,Diesel,"2,000 cc","59,000 km"
"Rs 5,500,000",Suzuki,Wagon R FX,2017,New,Automatic,Petrol,660 cc,0 km
"Rs 7,800,000",Toyota,Vios,2012,Used,Automatic,Petrol,"1,500 cc","71,000 km"
"Rs 8,050,000",Toyota,Prius,2013,Used,Automatic,Hybrid,"1,800 cc","83,000 km"
"Rs 6,780,000",Toyota,Prius,2012,Used,Automatic,Petrol,"1,850 cc","147,205 km"
"Rs 7,600,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","90,000 km"
"Rs 5,700,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,650 cc,"28,000 km"
"Rs 7,790,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","35,874 km"
"Rs 67,500,000",Land Rover,Range Rover Sport,2019,Used,Automatic,Diesel,"2,000 cc","5,600 km"
"Rs 4,500,000",Suzuki,Wagon R,2017,Used,Automatic,Petrol,650 cc,"60,000 km"
"Rs 8,950,000",Toyota,MR-S,2001,Used,Manual,Petrol,"1,800 cc","108,000 km"
"Rs 29,000,000",Peugeot,3008,2019,Used,Tiptronic,Petrol,"1,200 cc","42,000 km"
"Rs 18,500,000",Mitsubishi,Pajero,2010,Used,Automatic,Diesel,"3,200 cc","132,000 km"
"Rs 27,500,000",Audi,A4,2018,Used,Automatic,Petrol,"1,400 cc","18,000 km"
"Rs 21,500,000",Mercedes Benz,C300,2014,Used,Automatic,Diesel,"2,000 cc","42,000 km"
"Rs 11,500,000",Toyota,Axio,2017,Used,Automatic,Hybrid,"1,200 cc","20,800 km"
"Rs 5,800,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,650 cc,"29,000 km"
"Rs 6,700,000",Toyota,Avanza,2012,Used,Automatic,Petrol,"1,300 cc","98,000 km"
"Rs 3,950,000",Suzuki,Swift,2004,Used,Automatic,Petrol,"1,300 cc","150,000 km"
"Rs 15,000,000",Toyota,Premio,2016,Used,Automatic,Petrol,"1,500 cc","40,200 km"
"Rs 19,800,000",Kia,Sorento,2015,Used,Automatic,Diesel,"2,200 cc","129,000 km"
"Rs 2,650,000",Nissan,March,2002,Used,Automatic,Petrol,"1,000 cc","140,000 km"
"Rs 3,260,000",Nissan,Sunny,2000,Used,Automatic,Petrol,"1,290 cc","176,400 km"
"Rs 38,950,000",Toyota,Land Cruiser Prado,2015,Used,Automatic,Petrol,"3,000 cc","38,332 km"
"Rs 54,100,000",Toyota,Land Cruiser Prado,2017,Used,Tiptronic,Petrol,"3,000 cc","23,000 km"
"Rs 32,000,000",Mercedes Benz,C200,2019,Used,Automatic,Petrol,"1,497 cc","14,914 km"
"Rs 8,300,000",Toyota,Allion,2010,Used,Automatic,Petrol,"1,500 cc","115,803 km"
"Rs 30,750,000",Toyota,Land Cruiser Prado,2015,Used,Manual,Diesel,"3,000 cc","71,000 km"
"Rs 7,550,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","49,200 km"
"Rs 54,500,000",Toyota,Land Cruiser Prado,2018,Used,Tiptronic,Diesel,"3,000 cc","46,940 km"
"Rs 4,975,000",Suzuki,Spacia,2017,Used,Automatic,Hybrid,650 cc,"27,900 km"
"Rs 13,900,000",Audi,A3,2017,Used,Automatic,Petrol,"1,000 cc","21,906 km"
"Rs 9,475,000",Nissan,X-Trail,2015,Used,Automatic,Petrol,"1,990 cc","62,180 km"
"Rs 12,490,000",Toyota,Axio,2017,Used,Automatic,Hybrid,"1,500 cc","67,000 km"
"Rs 12,000,000",Honda,Vezel,2017,Used,Automatic,Hybrid,"1,490 cc","49,000 km"
"Rs 6,150,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","91,200 km"
"Rs 5,440,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,660 cc,"48,000 km"
"Rs 10,675,000",Kia,Sportage,2012,Used,Tiptronic,Diesel,"1,995 cc","98,000 km"
"Rs 6,030,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"58,000 km"
"Rs 19,800,000",BMW,318i,2016,Used,Tiptronic,Petrol,"1,500 cc","30,000 km"
"Rs 54,000,000",BMW,740Le,2017,Used,Automatic,Petrol,"2,000 cc","14,990 km"
"Rs 2,650,000",Suzuki,Wagon R,2008,Used,Manual,Petrol,"1,000 cc","100,000 km"
"Rs 2,800,000",Suzuki,Estilo,2010,Used,Manual,Petrol,"1,000 cc","120,000 km"
"Rs 8,500,000",Toyota,Axio,2016,Used,Automatic,Hybrid,"1,500 cc","35,000 km"
"Rs 37,500,000",Toyota,Land Cruiser Sahara,2010,Used,Automatic,Petrol,"4,600 cc","83,000 km"
"Rs 17,400,000",Honda,CRV,2018,Used,Tiptronic,Petrol,"1,500 cc","67,225 km"
"Rs 2,625,000",Hyundai,Matrix,2001,Used,Automatic,Petrol,"1,500 cc","134,000 km"
"Rs 3,250,000",Alfa Romeo,Other Model,2001,Used,Manual,Petrol,"2,000 cc","195,000 km"
"Rs 19,800,000",Toyota,Hilux,2017,Used,Automatic,Diesel,"2,800 cc","67,000 km"
"Rs 7,100,000",Honda,Fit,2015,Used,Automatic,Petrol,"1,500 cc","101,000 km"
"Rs 7,300,000",Ford,Ecosport,2015,Used,Automatic,Petrol,"1,500 cc","68,000 km"
"Rs 43,500,000",BMW,740e,2017,Used,Tiptronic,Petrol,"2,000 cc","12,000 km"
"Rs 9,490,000",Toyota,Axio,2014,Used,Automatic,Hybrid,"1,500 cc","74,500 km"
"Rs 19,500,000",Audi,Q2,2019,Used,Automatic,Petrol,"1,000 cc","6,000 km"
"Rs 8,975,000",Kia,Sportage,2012,Used,Manual,Diesel,"2,000 cc","59,000 km"
"Rs 1,675,000",Nissan,AD Wagon,1991,Used,Manual,Diesel,"1,680 cc","260,000 km"
"Rs 8,125,000",Toyota,Prius,2012,Used,Automatic,Hybrid,"1,800 cc","79,000 km"
"Rs 6,720,000",Toyota,Vitz,2015,Used,Automatic,Petrol,990 cc,"57,750 km"
"Rs 15,800,000",Mitsubishi,Montero,2012,Used,Automatic,Diesel,"2,500 cc","135,000 km"
"Rs 9,850,000",Toyota,Axio,2015,Reconditioned,Automatic,Hybrid,"1,500 cc","17,000 km"
"Rs 3,685,000",Toyota,Corolla,1997,Used,Automatic,Petrol,"1,500 cc","165,000 km"
"Rs 725,000",Toyota,Corolla,1984,Used,Manual,Petrol,"1,300 cc","120,000 km"
"Rs 2,575,000",Zotye,Nomad,2012,Used,Manual,Petrol,"1,300 cc","59,000 km"
"Rs 12,000,000",Nissan,X-Trail,2016,Used,Automatic,Hybrid,"2,000 cc","73,000 km"
"Rs 13,500,000",DFSK,Glory,2021,Used,Automatic,Petrol,"1,500 cc",90 km
"Rs 4,575,000",Nissan,Sylphy,2004,Used,Automatic,Petrol,"1,500 cc","130,000 km"
"Rs 2,795,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"45,263 km"
"Rs 16,800,000",Mitsubishi,Montero,2006,Used,Automatic,Diesel,"3,200 cc","141,000 km"
"Rs 2,665,000",Mazda,Butterfly,2000,Used,Manual,Petrol,"1,500 cc","12,000 km"
"Rs 18,290,000",Audi,A3,2018,Used,Automatic,Petrol,990 cc,"34,000 km"
"Rs 8,325,000",Suzuki,Swift,2017,Used,Automatic,Petrol,"1,000 cc","24,800 km"
"Rs 13,500,000",Honda,Vezel,2019,Used,Tiptronic,Petrol,"1,500 cc","21,000 km"
"Rs 57,500,000",Toyota,Land Cruiser Sahara,2017,Used,Tiptronic,Petrol,"4,600 cc","47,000 km"
"Rs 13,500,000",Nissan,X-Trail,2016,New,Tiptronic,Petrol,"2,000 cc",0 km
"Rs 6,975,000",Toyota,Vitz,2016,Used,Automatic,Petrol,990 cc,"56,000 km"
"Rs 1,425,000",Suzuki,Maruti,2004,Used,Manual,Petrol,800 cc,"82,000 km"
"Rs 19,700,000",Mitsubishi,Montero,2007,Used,Tiptronic,Diesel,"2,800 cc","169,000 km"
"Rs 35,500,000",Land Rover,Discovery,2015,Used,Automatic,Diesel,"3,000 cc","36,800 km"
"Rs 4,950,000",Suzuki,Hustler,2016,Used,Automatic,Hybrid,660 cc,"95,000 km"
"Rs 11,650,000",Toyota,Premio,2013,Used,Automatic,Petrol,"1,500 cc","87,000 km"
"Rs 18,000,000",BMW,X3,2013,Used,Automatic,Diesel,"2,000 cc","88,000 km"
"Rs 12,850,000",Toyota,CHR,2018,Used,Automatic,Petrol,"1,200 cc","28,000 km"
"Rs 12,200,000",Toyota,Axio,2017,Used,Automatic,Hybrid,"1,500 cc","65,000 km"
"Rs 75,500,000",Land Rover,Range Rover,2019,Used,Tiptronic,Petrol,"2,000 cc","8,000 km"
"Rs 95,500,000",Land Rover,Range Rover,2019,Used,Tiptronic,Petrol,"2,000 cc","6,500 km"
"Rs 5,950,000",Toyota,Prius,2010,Used,Automatic,Petrol,"1,790 cc","111,000 km"
"Rs 10,900,000",Hyundai,Venue,2019,Used,Automatic,Petrol,"1,000 cc","15,000 km"
"Rs 5,400,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","190,000 km"
"Rs 3,750,000",Suzuki,Escudo,1997,Used,Automatic,Diesel,"2,000 cc","165,000 km"
"Rs 18,000,000",Audi,A3,2019,Used,Automatic,Petrol,"1,000 cc","17,500 km"
"Rs 3,850,000",Toyota,Tercel,1998,Used,Automatic,Petrol,"1,500 cc","12,000 km"
"Rs 2,575,000",Suzuki,Alto,2012,Used,Manual,Petrol,"1,000 cc","85,000 km"
"Rs 10,775,000",Toyota,Allion,2014,Used,Automatic,Petrol,"1,500 cc","135,000 km"
"Rs 3,865,000",Nissan,Sunny,2002,Used,Automatic,Petrol,"1,500 cc","85,000 km"
"Rs 2,850,000",Mahindra,Scorpio,2009,Used,Manual,Diesel,"2,500 cc","45,000 km"
"Rs 2,300,000",Nissan,Leaf,2013,Used,Automatic,Electric,70 cc,"90,000 km"
"Rs 5,500,000",Hyundai,Santa Fe,2008,Used,Manual,Diesel,"2,200 cc","168,000 km"
"Rs 15,500,000",Mitsubishi,Montero,2012,Used,Tiptronic,Petrol,"3,000 cc","167,000 km"
"Rs 9,200,000",Toyota,Vitz,2019,Used,Automatic,Petrol,"1,000 cc","15,000 km"
"Rs 3,085,000",Suzuki,Swift,2006,Used,Manual,Petrol,"1,280 cc","91,458 km"
"Rs 15,800,000",Toyota,Land Cruiser Sahara,2001,Used,Automatic,Petrol,"4,700 cc","163,000 km"
"Rs 7,900,000",Toyota,Axio,2014,Used,Automatic,Petrol,"1,500 cc","134,580 km"
"Rs 43,000,000",Toyota,Land Cruiser Prado,2017,Used,Automatic,Petrol,"2,690 cc","30,000 km"
"Rs 3,500,000",Suzuki,Celerio,2015,Used,Automatic,Petrol,"1,000 cc","121,000 km"
"Rs 2,350,000",Suzuki,Alto,2011,Used,Manual,Petrol,800 cc,"107,390 km"
"Rs 11,900,000",Land Rover,Defender,1991,Used,Manual,Diesel,"2,500 cc","115,000 km"
"Rs 2,825,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"52,000 km"
"Rs 16,000,000",Toyota,Land Cruiser Prado,2007,Used,Manual,Diesel,"2,982 cc","430,000 km"
"Rs 6,490,000",Honda,Insight,2013,Used,Automatic,Hybrid,"1,000 cc","130,000 km"
"Rs 6,750,000",Toyota,Corolla,2008,Used,Automatic,Petrol,"1,600 cc","125,000 km"
"Rs 2,300,000",Nissan,March,1995,Used,Manual,Petrol,"1,000 cc","170,000 km"
"Rs 1,750,000",Suzuki,Zen,2005,Used,Manual,Petrol,"1,000 cc","155,000 km"
"Rs 11,490,000",BMW,X1,2011,Used,Automatic,Diesel,"2,000 cc","102,000 km"
"Rs 11,200,000",Toyota,Axio,2018,Used,Automatic,Hybrid,"1,500 cc","34,000 km"
"Rs 3,550,000",Mitsubishi,Lancer,2005,Used,Manual,Petrol,"1,300 cc","150,000 km"
"Rs 3,575,000",Suzuki,Swift,2004,Used,Automatic,Petrol,"1,300 cc","130,000 km"
"Rs 2,730,000",Toyota,Corolla,1996,Used,Automatic,Diesel,"2,000 cc","247,000 km"
"Rs 3,350,000",Mazda,Familia,2004,Used,Automatic,Petrol,"1,500 cc","137,000 km"
"Rs 10,000,000",Nissan,Navara,2016,Used,Manual,Diesel,"2,500 cc","76,000 km"
"Rs 1,995,000",Nissan,Wingroad,1997,Used,Automatic,Diesel,"1,970 cc","250,847 km"
"Rs 21,500,000",Mitsubishi,Eclipse Cross,2020,New,Automatic,Petrol,"1,500 cc",0 km
"Rs 8,900,000",Toyota,Axio,2014,Used,Automatic,Petrol,"1,490 cc","98,630 km"
"Rs 5,850,000",Honda,N-Box,2016,Used,Automatic,Petrol,650 cc,"23,000 km"
"Rs 3,885,000",Daihatsu,Boon,2007,Used,Automatic,Petrol,"1,000 cc","93,260 km"
"Rs 620,000",Toyota,Starlet,1983,Used,Manual,Petrol,"1,500 cc","150,000 km"
"Rs 3,295,000",Perodua,Viva Elite,2010,Used,Automatic,Petrol,"1,000 cc","64,520 km"
"Rs 5,600,000",Suzuki,Wagon R,2018,Used,Automatic,Petrol,650 cc,"24,000 km"
"Rs 2,350,000",Nissan,Sunny,1995,Used,Automatic,Petrol,"1,300 cc","160,000 km"
"Rs 18,500,000",Honda,CRV,2018,Used,Automatic,Petrol,"1,500 cc","32,000 km"
"Rs 4,500,000",Suzuki,Wagon R FZ,2014,Used,Automatic,Petrol,650 cc,"78,000 km"
"Rs 585,000",Suzuki,Maruti,1981,Used,Manual,Petrol,800 cc,"186,632 km"
"Rs 7,690,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,500 cc","93,000 km"
"Rs 8,900,000",Toyota,Axio,2015,Used,Automatic,Petrol,"1,490 cc","127,000 km"
"Rs 13,745,000",Mitsubishi,Outlander,2013,Used,Automatic,Electric,"2,000 cc","91,000 km"
"Rs 15,300,000",Mitsubishi,Outlander,2016,Used,Automatic,Hybrid,"2,000 cc","91,000 km"
"Rs 7,300,000",Toyota,Prius,2013,Used,Automatic,Hybrid,"1,800 cc","87,000 km"
"Rs 7,850,000",Toyota,Prius,2012,Used,Automatic,Hybrid,"1,800 cc","92,000 km"
"Rs 6,000,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,660 cc,"44,700 km"
"Rs 15,600,000",Toyota,Land Cruiser Prado,2008,Used,Automatic,Diesel,"3,000 cc","205,000 km"
"Rs 6,975,000",Toyota,Yaris,2012,Used,Automatic,Petrol,"1,300 cc","88,000 km"
"Rs 6,850,000",Toyota,Rush,2007,Used,Automatic,Petrol,"1,500 cc","91,000 km"
"Rs 5,675,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","112,000 km"
"Rs 8,200,000",Skoda,Fabia,2020,New,Automatic,Petrol,"1,000 cc",0 km
"Rs 12,500,000",Toyota,CHR,2017,Used,Tiptronic,Petrol,"1,200 cc","39,000 km"
"Rs 6,170,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,490 cc","72,000 km"
"Rs 15,500,000",Mitsubishi,Eclipse Cross,2018,Used,Automatic,Petrol,"1,500 cc","17,000 km"
"Rs 5,975,000",Honda,Fit,2014,Used,Automatic,Petrol,"1,300 cc","60,000 km"
"Rs 5,300,000",Honda,Fit,2013,Used,Automatic,Hybrid,"1,300 cc","56,150 km"
"Rs 9,300,000",Toyota,Axio,2015,Used,Automatic,Hybrid,"1,500 cc","137,408 km"
"Rs 60,500,000",Land Rover,Range Rover,2018,Used,Tiptronic,Diesel,"2,000 cc","12,500 km"
"Rs 11,070,000",Honda,Vezel,2017,Used,Automatic,Petrol,"1,500 cc","74,000 km"
"Rs 23,000,000",Honda,CRV,2018,Reconditioned,Automatic,Petrol,"1,500 cc","5,000 km"
"Rs 8,200,000",Skoda,Fabia,2020,New,Automatic,Petrol,"1,000 cc",0 km
"Rs 45,800,000",Toyota,Land Cruiser Prado,2015,Used,Tiptronic,Diesel,"3,000 cc","51,000 km"
"Rs 12,600,000",Honda,Vezel,2017,Used,Automatic,Hybrid,"1,500 cc","56,000 km"
"Rs 6,025,000",Kia,Sportage,2007,Used,Tiptronic,Diesel,"2,000 cc","208,000 km"
"Rs 12,400,000",Honda,Vezel,2017,Used,Automatic,Hybrid,"1,500 cc","58,000 km"
"Rs 60,500,000",Mercedes Benz,GLE 300D,2019,Used,Tiptronic,Diesel,"2,000 cc","12,500 km"
"Rs 7,950,000",Toyota,Vitz,2017,Used,Automatic,Petrol,"1,000 cc","20,000 km"
"Rs 13,900,000",Audi,A4,2013,Used,Automatic,Diesel,"2,000 cc","65,000 km"
"Rs 8,200,000",Skoda,Fabia,2020,New,Automatic,Petrol,"1,000 cc",0 km
"Rs 5,500,000",Suzuki,Wagon R,2019,Used,Automatic,Petrol,650 cc,"44,825 km"
"Rs 23,200,000",Toyota,Land Cruiser Prado,2010,Used,Automatic,Petrol,"2,700 cc","129,500 km"
"Rs 15,200,000",Mitsubishi,Xpander,2020,Used,Automatic,Petrol,"1,500 cc","5,500 km"
"Rs 2,600,000",Honda,Freed,2012,Used,Automatic,Hybrid,"1,500 cc","88,000 km"
"Rs 42,500,000",Land Rover,Discovery,2017,Used,Automatic,Diesel,"3,000 cc","70,000 km"
"Rs 17,250,000",Audi,A3,2018,Used,Tiptronic,Petrol,"1,000 cc","5,500 km"
"Rs 3,350,000",Volkswagen,Passat,2002,Used,Tiptronic,Petrol,"1,800 cc","136,000 km"
"Rs 4,875,000",Toyota,Vitz,2008,Used,Automatic,Petrol,"1,000 cc","96,000 km"
"Rs 4,310,000",Suzuki,Wagon R FZ,2014,Used,Automatic,Hybrid,660 cc,"99,500 km"
"Rs 8,050,000",Toyota,Axio,2014,Used,Automatic,Hybrid,"1,500 cc","95,000 km"
"Rs 4,750,000",Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,650 cc,"70,000 km"
"Rs 3,435,000",Nissan,Sunny,2000,Used,Automatic,Petrol,"1,590 cc","152,000 km"
"Rs 10,500,000",Honda,Vezel,2016,Used,Automatic,Hybrid,"1,490 cc","56,000 km"
"Rs 11,200,000",Mitsubishi,Montero,2004,Used,Automatic,Petrol,"3,000 cc","150,000 km"
"Rs 3,750,000",Maruti Suzuki,Other Model,2012,Used,Manual,Petrol,"1,200 cc","150,000 km"
"Rs 8,500,000",Toyota,Prius,2014,Used,Automatic,Hybrid,"1,790 cc","85,000 km"
"Rs 4,500,000",Jeep,Grand Cherokee,2004,Used,Automatic,Petrol,"4,900 cc","116,000 km"
"Rs 4,600,000",Suzuki,Hustler,2015,Used,Automatic,Petrol,650 cc,"26,200 km"
"Rs 31,500,000",Mercedes Benz,CLA 200,2020,Used,Automatic,Petrol,"1,332 cc","8,000 km"
"Rs 2,675,000",Renault,KWID,2016,Used,Manual,Petrol,800 cc,"76,000 km"
"Rs 9,875,000",Mitsubishi,Montero,1998,Used,Automatic,Diesel,"2,800 cc","180,000 km"
"Rs 10,500,000",Honda,Vezel,2017,Used,Automatic,Hybrid,"1,500 cc","37,000 km"
"Rs 11,350,000",Kia,Sorento,2012,Used,Automatic,Diesel,"2,200 cc","148,000 km"
"Rs 11,650,000",Toyota,Land Cruiser Prado,2002,Used,Manual,Diesel,"2,800 cc","190,000 km"
"Rs 6,150,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","98,500 km"
"Rs 7,550,000",Toyota,Axio,2015,Used,Automatic,Hybrid,"1,500 cc","113,400 km"
"Rs 6,750,000",Toyota,Prius,2012,Used,Automatic,Hybrid,"1,800 cc","85,000 km"
"Rs 70,500,000",Land Rover,Range Rover,2018,Used,Tiptronic,Petrol,"2,000 cc","10,000 km"
"Rs 6,150,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"22,000 km"
"Rs 3,790,000",Daihatsu,Hijet,2010,Used,Automatic,Petrol,650 cc,"152,000 km"
"Rs 6,875,000",Micro,Kyron,2012,Used,Tiptronic,Diesel,"2,000 cc","110,000 km"
"Rs 8,850,000",Toyota,Vitz,2019,Used,Automatic,Petrol,"1,000 cc","23,000 km"
"Rs 13,850,000",Toyota,Axio,2018,Used,Automatic,Hybrid,"1,500 cc","63,000 km"
"Rs 7,495,000",Honda,N-Box,2017,Reconditioned,Automatic,Petrol,650 cc,"25,000 km"
"Rs 8,975,000",Mitsubishi,Montero,2001,Used,Tiptronic,Petrol,"3,500 cc","120,000 km"
"Rs 12,500,000",Toyota,Raize,2020,Used,Automatic,Petrol,"1,000 cc","11,000 km"
"Rs 2,975,000",Toyota,Corolla,1998,Used,Automatic,Petrol,"1,350 cc","131,000 km"
"Rs 4,995,000",Nissan,X-Trail,2001,Used,Automatic,Petrol,"1,990 cc","91,000 km"
"Rs 1,695,000",Hyundai,Accent,2002,Used,Manual,Petrol,"1,500 cc","290,000 km"
"Rs 2,750,000",Toyota,Corolla,1997,Used,Automatic,Diesel,"2,000 cc","175,000 km"
"Rs 10,850,000",Honda,Vezel,2017,Used,Automatic,Petrol,"1,500 cc","70,000 km"
"Rs 4,800,000",Mitsubishi,eK Wagon,2018,Used,Automatic,Petrol,660 cc,"59,000 km"
"Rs 13,975,000",Mitsubishi,Montero,2004,Used,Automatic,Diesel,"3,000 cc","105,000 km"
"Rs 14,890,000",Honda,Civic,2018,Used,Automatic,Petrol,"1,500 cc","32,000 km"
"Rs 6,380,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","88,000 km"
"Rs 5,500,000",Honda,Fit Shuttle,2011,Used,Automatic,Hybrid,"1,300 cc","170,000 km"
"Rs 19,200,000",Toyota,Land Cruiser Prado,2008,Used,Automatic,Diesel,"3,000 cc","145,000 km"
"Rs 5,675,000",Suzuki,Wagon R,2018,Used,Automatic,Hybrid,650 cc,"52,000 km"
"Rs 7,865,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,500 cc","93,990 km"
"Rs 29,500,000",Toyota,Hilux,2020,Reconditioned,Automatic,Diesel,"2,800 cc","8,000 km"
"Rs 10,000,000",Honda,Grace,2017,Used,Tiptronic,Hybrid,"1,500 cc","98,000 km"
"Rs 3,800,000",Suzuki,Swift,2006,Used,Automatic,Petrol,"1,350 cc","128,000 km"
"Rs 6,300,000",Suzuki,Wagon R,2018,Used,Automatic,Petrol,650 cc,"37,000 km"
"Rs 1,250,000",Daihatsu,Charade,1988,Used,Manual,Diesel,990 cc,"150,000 km"
"Rs 3,225,000",Daihatsu,Other Model,2003,Used,Automatic,Petrol,650 cc,"126,000 km"
"Rs 5,680,000",Honda,Fit,2013,Used,Automatic,Hybrid,"1,500 cc","95,500 km"
